     1     1     1     1   5.978616169461326
     2     1     1     1  -1.043368363950095
     2     2     1     1   0.198233681194301
     2     2     1     2  -0.088610305145905
     2     1     2     1   0.619788403177161
     2     2     2     1  -0.088610305145905
     2     2     2     2   0.105700563219462
     3     1     1     1   0.759438186453363
     3     2     1     1  -0.116082525571249
     3     2     1     2   0.098730057404867
     3     3     1     1   0.113296791907356
     3     3     1     2   0.087972308493411
     3     3     1     3   0.209033247053009
     3     1     2     1   0.429469747644227
     3     2     2     1  -0.042400646865187
     3     2     2     2   0.111939393669044
     3     3     2     1   0.087972308493411
     3     3     2     2   0.142284474505439
     3     3     2     3   0.326161147705998
     3     1     3     1   1.102577523649360
     3     2     3     1  -0.125728122685727
     3     2     3     2   0.259819275397883
     3     3     3     1   0.209033247053009
     3     3     3     2   0.326161147705998
     3     3     3     3   0.787362898752253
     4     4     1     1   0.042875756272853
     4     4     1     2   0.016714383498261
     4     4     1     3   0.034019423255952
     4     4     2     1   0.016714383498261
     4     4     2     2   0.029465991809333
     4     4     2     3   0.046054167127765
     4     4     3     1   0.034019423255952
     4     4     3     2   0.046054167127765
     4     4     3     3   0.076939176123977
     4     1     4     1   0.902587954391193
     4     2     4     1  -0.109279786969966
     4     2     4     2   0.179155815187747
     4     3     4     1   0.163946205864666
     4     3     4     2   0.205377933118923
     4     3     4     3   0.467786476484907
     4     4     4     4   0.346856399653560
     4     5     4     5   0.309668016321210
     4     6     4     6   0.309668016321210
     4     4     5     5   0.018594191666175
     4     5     5     4   0.018594191666175
     4     4     6     6   0.018594191666175
     4     6     6     4   0.018594191666175
     5     5     1     1   0.042875756272853
     5     5     1     2   0.016714383498261
     5     5     1     3   0.034019423255952
     5     5     2     1   0.016714383498261
     5     5     2     2   0.029465991809333
     5     5     2     3   0.046054167127765
     5     5     3     1   0.034019423255952
     5     5     3     2   0.046054167127765
     5     5     3     3   0.076939176123977
     5     4     4     5   0.018594191666175
     5     5     4     4   0.018594191666175
     5     1     5     1   0.902587954391193
     5     2     5     1  -0.109279786969966
     5     2     5     2   0.179155815187747
     5     3     5     1   0.163946205864666
     5     3     5     2   0.205377933118923
     5     3     5     3   0.467786476484907
     5     4     5     4   0.309668016321210
     5     5     5     5   0.346856399653560
     5     6     5     6   0.309668016321210
     5     5     6     6   0.018594191666175
     5     6     6     5   0.018594191666175
     6     6     1     1   0.042875756272853
     6     6     1     2   0.016714383498261
     6     6     1     3   0.034019423255952
     6     6     2     1   0.016714383498261
     6     6     2     2   0.029465991809333
     6     6     2     3   0.046054167127765
     6     6     3     1   0.034019423255952
     6     6     3     2   0.046054167127765
     6     6     3     3   0.076939176123977
     6     4     4     6   0.018594191666175
     6     6     4     4   0.018594191666175
     6     5     5     6   0.018594191666175
     6     6     5     5   0.018594191666175
     6     1     6     1   0.902587954391193
     6     2     6     1  -0.109279786969966
     6     2     6     2   0.179155815187747
     6     3     6     1   0.163946205864666
     6     3     6     2   0.205377933118923
     6     3     6     3   0.467786476484907
     6     4     6     4   0.309668016321210
     6     5     6     5   0.309668016321210
     6     6     6     6   0.346856399653560
     7     4     1     1   0.005705729094638
     7     4     1     2   0.003600998564800
     7     4     1     3   0.006395929983092
     7     7     1     1   0.000850880474826
     7     7     1     2   0.001958422845185
     7     7     1     3   0.004481487493570
     7     4     2     1   0.008971445296549
     7     4     2     2   0.017582617863827
     7     4     2     3   0.029506350859972
     7     7     2     1   0.001958422845185
     7     7     2     2   0.012189738260017
     7     7     2     3   0.034198651982790
     7     4     3     1   0.019791112583563
     7     4     3     2   0.042830259944291
     7     4     3     3   0.077752861385521
     7     7     3     1   0.004481487493570
     7     7     3     2   0.034198651982790
     7     7     3     3   0.119146429828466
     7     1     4     1   0.407290601381460
     7     2     4     1  -0.045833247000406
     7     2     4     2   0.096708457329663
     7     3     4     1   0.077798092022485
     7     3     4     2   0.120809775409459
     7     3     4     3   0.285687402530451
     7     4     4     4   0.186795046630671
     7     5     4     5   0.168112730038547
     7     6     4     6   0.168112730038547
     7     7     4     4   0.113414737114953
     7     7     4     7   0.236313479402210
     7     8     4     5   0.100365703487390
     7     8     4     8   0.213228720462201
     7     9     4     6   0.100365703487390
     7     9     4     9   0.213228720462201
     7     4     5     5   0.009341158296062
     7     5     5     4   0.009341158296062
     7     7     5     5   0.006524516813781
     7     7     5     8   0.011542379470005
     7     8     5     4   0.006524516813781
     7     8     5     7   0.011542379470005
     7     4     6     6   0.009341158296062
     7     6     6     4   0.009341158296062
     7     7     6     6   0.006524516813781
     7     7     6     9   0.011542379470005
     7     9     6     4   0.006524516813781
     7     9     6     7   0.011542379470005
     7     1     7     1   0.699416194795859
     7     2     7     1  -0.076368264066373
     7     2     7     2   0.183702208345165
     7     3     7     1   0.136537246500390
     7     3     7     2   0.244563748902738
     7     3     7     3   0.628471238785735
     7     4     7     4   0.346715496750661
     7     5     7     5   0.324217547565017
     7     6     7     6   0.324217547565017
     7     7     7     4   0.236313479402209
     7     7     7     7   0.605467607405097
     7     8     7     5   0.213228720462201
     7     8     7     8   0.531328716702432
     7     9     7     6   0.213228720462201
     7     9     7     9   0.531328716702432
     7     4     8     5   0.011248974592822
     7     5     8     4   0.011248974592822
     7     7     8     5   0.011542379470005
     7     7     8     8   0.037069445351332
     7     8     8     4   0.011542379470005
     7     8     8     7   0.037069445351332
     7     4     9     6   0.011248974592822
     7     6     9     4   0.011248974592822
     7     7     9     6   0.011542379470005
     7     7     9     9   0.037069445351332
     7     9     9     4   0.011542379470005
     7     9     9     7   0.037069445351332
     8     5     1     1   0.005705729094638
     8     5     1     2   0.003600998564800
     8     5     1     3   0.006395929983092
     8     8     1     1   0.000850880474826
     8     8     1     2   0.001958422845185
     8     8     1     3   0.004481487493570
     8     5     2     1   0.008971445296549
     8     5     2     2   0.017582617863827
     8     5     2     3   0.029506350859972
     8     8     2     1   0.001958422845185
     8     8     2     2   0.012189738260017
     8     8     2     3   0.034198651982790
     8     5     3     1   0.019791112583563
     8     5     3     2   0.042830259944291
     8     5     3     3   0.077752861385521
     8     8     3     1   0.004481487493570
     8     8     3     2   0.034198651982790
     8     8     3     3   0.119146429828466
     8     4     4     5   0.009341158296062
     8     5     4     4   0.009341158296062
     8     7     4     5   0.006524516813781
     8     7     4     8   0.011542379470005
     8     8     4     4   0.006524516813781
     8     8     4     7   0.011542379470005
     8     1     5     1   0.407290601381460
     8     2     5     1  -0.045833247000406
     8     2     5     2   0.096708457329663
     8     3     5     1   0.077798092022485
     8     3     5     2   0.120809775409459
     8     3     5     3   0.285687402530451
     8     4     5     4   0.168112730038547
     8     5     5     5   0.186795046630671
     8     6     5     6   0.168112730038547
