     1     1 -14.736839969275396
     1     2   2.437905966877064
     1     3  -1.257061891618391
     1    10  -0.237451515220181
     1    13  -0.237451515220181
     1    15  -0.237451515220181
     2     1   2.437905966877064
     2     2  -0.926657965114358
     2     3  -0.553119326409984
     2    10  -0.585441073253849
     2    13  -0.585441073253849
     2    15  -0.585441073253849
     3     1  -1.257061891618391
     3     2  -0.553119326409984
     3     3  -1.549129398700068
     3    10  -1.080970654430193
     3    13  -1.080970654430193
     3    15  -1.080970654430193
     4     4  -0.962393429023646
     4     7  -0.618109943548378
     5     5  -0.962393429023646
     5     8  -0.618109943548378
     6     6  -0.962393429023646
     6     9  -0.618109943548378
     7     4  -0.618109943548378
     7     7  -1.043914382540635
     8     5  -0.618109943548378
     8     8  -1.043914382540635
     9     6  -0.618109943548378
     9     9  -1.043914382540635
    10     1  -0.237451515220181
    10     2  -0.585441073253849
    10     3  -1.080970654430193
    10    10  -1.660799689377235
    10    13  -0.553599896459078
    10    15  -0.553599896459078
    11    11  -1.660799689377235
    12    12  -1.660799689377235
    13     1  -0.237451515220181
    13     2  -0.585441073253849
    13     3  -1.080970654430193
    13    10  -0.553599896459078
    13    13  -1.660799689377235
    13    15  -0.553599896459078
    14    14  -1.660799689377235
    15     1  -0.237451515220181
    15     2  -0.585441073253849
    15     3  -1.080970654430193
    15    10  -0.553599896459078
    15    13  -0.553599896459078
    15    15  -1.660799689377235
